趙　瑀,0,0,180,1,0,6,20000,65,45,65,35,45,65,35,63,80,5,72,70,6,80,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
王冠薰,0,0,181,1,0,29,30000,70,72,65,55,45,65,75,49,20,7,67,73,7,20,73,0,0,0,0,-1,80,80,0,0,0,0,0,2
廖宇捷,0,0,182,1,0,31,30000,75,74,65,65,55,60,75,53,38,7,62,57,6,38,57,0,0,0,0,-1,80,80,0,0,0,0,0,2
唐浩瑋,0,0,183,1,0,6,30000,65,75,65,55,45,65,35,73,0,5,72,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
葉士豪,0,0,184,1,0,33,30000,72,75,66,60,61,65,75,57,62,7,43,12,6,62,12,0,0,0,0,-1,80,80,0,0,0,0,0,2
彭資為,0,0,185,1,0,6,30000,65,75,65,55,45,75,35,69,0,5,74,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
黃尊裔,0,0,186,1,0,5,30000,65,75,65,55,70,70,35,68,0,5,75,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
金迺豪,0,0,187,1,0,30,30000,70,72,68,55,60,65,75,52,28,6,61,84,7,28,84,0,0,0,0,-1,80,80,0,0,0,0,0,2
黃俊銘,0,0,188,1,0,34,30000,75,74,70,60,62,64,75,58,47,8,60,16,6,47,16,0,0,0,0,-1,80,80,0,0,0,0,0,2
廖信凱,0,0,189,1,0,30,30000,78,85,65,55,72,80,75,54,36,9,64,71,6,36,71,0,0,0,0,-1,80,80,0,0,0,0,0,2
林　宇,0,0,190,1,0,31,30000,80,75,65,55,49,65,75,49,32,7,58,34,7,32,34,0,0,0,0,-1,80,80,0,0,0,0,0,2
饒芳銘,0,0,191,1,0,31,30000,78,72,68,70,38,60,75,63,48,8,54,24,6,48,24,0,0,0,0,-1,80,80,0,0,0,0,0,2
戴明正,0,0,192,1,0,33,30000,73,75,65,55,58,65,75,47,32,5,63,70,8,32,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
翁嘉駿,0,0,193,1,0,32,30000,80,75,65,55,63,65,75,51,19,7,62,41,8,19,41,0,0,0,0,-1,80,80,0,0,0,0,0,2
林柏亨,0,0,194,1,0,5,30000,65,75,65,55,42,70,35,42,0,5,75,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
羅玉斌,0,0,195,1,0,26,23000,70,70,65,35,68,45,55,50,0,5,73,70,6,0,70,0,0,0,0,-1,80,80,0,0,0,0,0,2
丁麥克,0,0,196,1,0,12,25000,70,55,65,65,44,45,55,75,65,8,40,72,4,65,72,12,0,0,0,-1,80,80,0,0,0,0,0,2
陳勇志,0,0,197,1,0,11,25000,60,65,60,55,62,45,55,62,18,7,71,70,7,18,70,10,0,0,0,-1,80,80,0,0,0,0,0,2
陳川行,0,0,198,3,0,33,43000,60,65,64,35,48,45,70,60,100,6,71,348,7,100,348,30,12,0,0,-1,80,80,0,0,0,0,0,2
吳英九,0,0,199,2,0,59,57000,45,55,68,35,67,45,55,34,10,2,72,241,6,10,241,6,0,0,0,-1,80,80,0,0,0,0,0,2
嚴世海,0,0,200,2,0,41,62000,55,55,65,55,30,45,60,31,21,4,78,372,7,21,372,8,0,0,0,-1,80,80,0,0,0,0,0,2
